术语ID	英文	原中文	调整后中文	操作类型	适用组件或语境	既有译法及来源	调整原因	影响消息或簇ID	决策状态	处理轮次	版本	证据索引	有效去重译文对数	来源重复口径
T0225	hint	提示	提示	保留并限定语境	提示正文；字段标签和首尾空格 HINT: 应遵守现有显示合同。	hint:  → 提示:  [TE-7c4b66e01bac5c8c0c3d] | HINT:   → 提示:   [TE-76b0e705696a126b83e3] | HINT:  %s\n → 提示:  %s\n [TE-75213dd93618dfd69046]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0225; 20 messages / 20 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0225	5	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0226	hint bits	提示位	提示位	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0226; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0226	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0227	Histogram	直方图	直方图	保留并限定语境	直方图；计时频数表的原译柱状图可作背景线索，不能依据这条就更改统计概念。	Histogram of timing durations:\n → 持续时间的柱状图:\n [TE-bdbb4b1529efc8fe0379]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0227; 1 messages / 1 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0227	1	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0228	histogram_bounds	直方图边界值	直方图边界值	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0228; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0228	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0229	hole	空洞	空洞	保留并限定语境	页镜像中的空洞；偏移和长度参数不可与 WAL 记录位置混淆。	BKPIMAGE_HAS_HOLE not set, but hole offset %u length %u at %X/%X → BKPIMAGE_HAS_HOLE没有被设置，但是%3$X/%4$X处记录了洞偏移量为%1$u、长度为%2$u [TE-923615092718ccdb8ed3] | BKPIMAGE_HAS_HOLE not set, but hole offset %u length %u at %X/%X → BKPIMAGE_HAS_HOLE没有被设置，但是洞偏移为%u，长度为%u，它位于%X/%X [TE-375a9afb5f546e1a1127] | BKPIMAGE_HAS_HOLE set, but hole offset %u length %u block image length %u at %X/%X → BKPIMAGE_HAS_HOLE已被设置，但是%4$X/%5$X处记录了洞偏移量为%1$u、长度为%2$u、块映像长度为%3$u [TE-f519daab84e68a95743a]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0229; 6 messages / 3 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0229	4	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0230	HOT	堆内元组	堆内元组	保留并限定语境	大写 HOT 是 heap-only tuple 缩写，原消息缩写保留；大小写无关检索会命中 hot standby，但该命中不是 HOT 元组证据。	initializing for hot standby → 正在为热备进行初始化 [TE-3f3c890bdcb071ddbbe7] | server is in hot standby mode\n → 服务器处于热备份模式\n [TE-9f9a1a6d1e1cab1663b9] | server is not in hot standby mode\n → 服务器不处于热备份模式\n [TE-a8aa113bcbf44efc447a]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0230; 11 messages / 5 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0230	10	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0231	hot standby	热备	热备	保留并限定语境	热备；服务器可用热备服务器；Hot Standby 模式、hot_standby 参数名按实际原文保留。	initializing for hot standby → 正在为热备进行初始化 [TE-3f3c890bdcb071ddbbe7] | server is in hot standby mode\n → 服务器处于热备份模式\n [TE-9f9a1a6d1e1cab1663b9] | server is not in hot standby mode\n → 服务器不处于热备份模式\n [TE-a8aa113bcbf44efc447a]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0231; 11 messages / 5 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0231	9	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0232	hot-standby	热备	热备	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	initializing for hot standby → 正在为热备进行初始化 [TE-3f3c890bdcb071ddbbe7] | server is in hot standby mode\n → 服务器处于热备份模式\n [TE-9f9a1a6d1e1cab1663b9] | server is not in hot standby mode\n → 服务器不处于热备份模式\n [TE-a8aa113bcbf44efc447a]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0232; 11 messages / 5 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0232	9	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0233	hybrid hash join	混合哈希连接	混合哈希连接	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0233; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0233	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0234	hypothetical-set aggregate	假想集聚合	假想集聚合	保留并限定语境	假想集聚合；既有假设集可作措辞参考，判定集是疑似误译，不能继承。	"""%s"" is a hypothetical-set aggregate. → ""%s"" 是一个假设集聚合. [TE-2c8b334314c3e416c11a] | a hypothetical-set aggregate must have direct arguments matching its aggregated arguments → 一个判定集聚集的直接参数必须与它的聚集参数相匹配 [TE-a0bd14cc4242009f3b99] | To use the hypothetical-set aggregate %s, the number of hypothetical direct arguments (here %d) must match the number of ordering columns (here %d). → 使用判定集聚集函数 %s, 直接参数的个数 (这里是 %d) 必须与有序列的数目相匹配 (这里是 %d). [TE-95504f2cc9e12ae60084]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0234; 3 messages / 2 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0234	3	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0235	I/O conversion cast	基于 I/O 的类型转换	基于 I/O 的类型转换	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0235; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0235	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0236	Idempotence	幂等性	幂等性	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0236; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0236	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0237	idempotent	幂等	幂等	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0237; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0237	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0238	identity column	标识列	标识列	保留并限定语境	标识列；区别于 generated column 的一般生成列、对象 OID 以及复制标识。	"Sequence for identity column: %s → 标识列的序列: %s [TE-9d191b7273285af638fe] | identity columns are not supported on partitions → 分区上不支持标识列 [TE-4185821d99882d82cb44] | column ""%s"" of relation ""%s"" is an identity column → 关系""%2$s""的列""%1$s""是标识列 [TE-a4d1b07de98a94117904]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0238; 15 messages / 5 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0238	11	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0239	Immediate Shutdown	立即关闭	立即关闭	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	received immediate shutdown request → 接收到立即 (immediate) 停止请求 [TE-e0727a1e5649a7e5600f] | performing immediate shutdown because data directory lock file is invalid → 由于数据目录锁文件非法而执行立即关闭 [TE-e7dd57ae91c2a626cea8]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0239; 3 messages / 2 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0239	2	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0240	implicit cast	隐式类型转换	隐式类型转换	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0240; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0240	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
